Description,Origin School,Destination School,Course #,Title,Enrollments
2023 Fall,HMS,HSPH,ID 250,Ethical Basis of Public Health,1
2023 Fall,HMS,HKS,IGA 237M,Future Issues in Cyber-Securit,1
2023 Fall,HMS,FAS,IMMUN 201,Advanced Topics in Immunology,20
2023 Fall,HMS,FAS,IMMUN 307QC,Cancer Immunology,1
2023 Fall,HMS,FAS,MCB 111,Mathematics in Biology,8
2023 Fall,HMS,FAS,MCB 169,Molecular & Cell Immunology,20
2023 Fall,HMS,MIT,MIT 10 .547,Princ& Practice:Drug Developmt,1
2023 Fall,HMS,MIT,MIT 15 .128,Invent/Deploy Transformtv Tech,5
2023 Fall,HMS,MIT,MIT 15 .136,Princ& Practice:Drug Developmt,1
2023 Fall,HMS,MIT,MIT 15 .375,Global Ventures,1
2023 Fall,HMS,MIT,MIT 15 .402,Corporate Finance,1
2023 Fall,HMS,MIT,MIT 15 .618,Startups and the Law,1
2023 Fall,HMS,MIT,MIT 15 .622,"Law of AI, Big Data, Soc Media",7
2023 Fall,HMS,MIT,MIT 15 .777,Intro to Healthcare Delivery,1
2023 Fall,HMS,MIT,MIT 6 .3952,"AI, Decision Making & Society",1
2023 Fall,HMS,MIT,MIT 6 .8610,Quant Natural Lang Processing,8
2023 Fall,HMS,MIT,MIT 6 .8700,Advanced Computational Biology,1
2023 Fall,HMS,MIT,MIT 6 .8701,Computational Biology,9
2023 Fall,HMS,MIT,MIT 7 .002,Fundamentals Exptl Mol Biology,1
2023 Fall,HMS,MIT,MIT 9 .660,Computationl Cognitive Science,2
2023 Fall,HMS,MIT,MIT CMS .342,Designing Virtual Worlds,1
2023 Fall,HMS,MIT,MIT EC .794,Technologies for Mental Health,1
2023 Fall,HMS,MIT,MIT HST .504,Topics:Computatn Molecular Bio,1
2023 Fall,HMS,MIT,MIT HST .507,Advanced Computational Biology,1
2023 Fall,HMS,MIT,MIT HST .535,Tissue Engir & Organ Regen,1
2023 Fall,HMS,HKS,MLD 304,Science of Behavior Change,1
2023 Fall,HMS,HKS,MLD 636,Managing Transformations in He,1
2023 Fall,HMS,FAS,PHIL 166T,Philosophy of Technology,1
2023 Fall,HMS,HSPH,SBS 281,Prin of Social & Beh Research,1
2023 Fall,HMS,FAS,SOCIOL 3327,Contemp Ethnog & Inequ Wkshp,1
2023 Fall,HMS,HSPH,WGH 201,"Reproductive Hlth, Rts, Justic",1
2023 Fall,HMS,FAS,WOMGEN 3010A,The GenderSci Lab,1
2024 Spring,HMS,FAS,AFVS 65,Intro to Lens-based Practices,1
2024 Spring,HMS,FAS,AMHARIC BB,Intermediate Amharic,1
2024 Spring,HMS,FAS,ANTHRO 2796,The Opioid Epidemic in USA,2
2024 Spring,HMS,FAS,BCMP 301QC,Translational Pharmacology,5
2024 Spring,HMS,FAS,BIOSTAT 234,Intro Data Struct & Algorithms,2
2024 Spring,HMS,FAS,BIOSTAT 281,Genomic Data Manipulation,1
2024 Spring,HMS,HSPH,BST 214,Principles of Clinical Trials,1
2024 Spring,HMS,HSPH,BST 216,Intro Quant Meths Montng Eval,4
2024 Spring,HMS,HSPH,BST 282,Intro Comp Bio & Bioinfomtcs,7
2024 Spring,HMS,FAS,CELLBIO 211,Molec & Systm Lvl Cancr Cell B,3
2024 Spring,HMS,FAS,CHNSLIT 245R,Sinophone Stud:Chinese Fiction,1
2024 Spring,HMS,FAS,COMPSCI 32,Computational Problem Solving,1
2024 Spring,HMS,FAS,COMPSCI 109B,Data Science 2,11
2024 Spring,HMS,HKS,DEV 501M,Native Americans in the 21st C,1
2024 Spring,HMS,HKS,DPI 527M,"Reproductive Rights, Politics",2
2024 Spring,HMS,HKS,DPI 642,Grand Challenges in Technology,1
2024 Spring,HMS,HKS,DPI 810M,Writing for Policy and Politic,1
2024 Spring,HMS,HKS,DPI 896M,Crisis Communications,1
2024 Spring,HMS,FAS,ECON 50,Big Data,1
2024 Spring,HMS,HGSE,EDU A027,Strategic Finance for Nonprofi,1
2024 Spring,HMS,HGSE,EDU H611,Becoming a Good Person and Lea,1
2024 Spring,HMS,HGSE,EDU H810F,Children's Literature,1
2024 Spring,HMS,HGSE,EDU S030,Intermediate Statistics for Ed,2
2024 Spring,HMS,HGSE,EDU S312,Creative Wellbeing and Justice,1
2024 Spring,HMS,HSPH,EH 231,Occ Hlth Polcy & Admin,1
2024 Spring,HMS,FAS,ENGLISH CWP,Words & Photographs: Workshop,1
2024 Spring,HMS,FAS,ENGLISH 185E,The Essay: History & Practice,1
2024 Spring,HMS,HSPH,EPI 254,Epidemiology of Aging,1
2024 Spring,HMS,HSPH,EPI 293,Analysis of Genetic Assn Stdys,1
2024 Spring,HMS,HSPH,EPI 517,Issues in Frailty,1
2024 Spring,HMS,FAS,GENED 1106,Sound and Music Perception,1
2024 Spring,HMS,FAS,GENETIC 228,Genetics in Medicine,2
2024 Spring,HMS,HSPH,GHP 202,Comparative Health Systems I,4
2024 Spring,HMS,HSPH,GHP 203,Comparative Health Systems II,4
2024 Spring,HMS,HSPH,GHP 207,Risk Factors and Pop. Health,1
2024 Spring,HMS,HSPH,GHP 212,The Political Economy of Healt,2
2024 Spring,HMS,HSPH,GHP 255,HIV Interventions,1
2024 Spring,HMS,HSPH,GHP 264,Settler Colonial Determinants,1
2024 Spring,HMS,HSPH,GHP 280,Health and Security,1
2024 Spring,HMS,HSPH,GHP 290,Analyzing Health System Qualit,5
2024 Spring,HMS,HSPH,GHP 292,Rsch Methods Health System,2
2024 Spring,HMS,HSPH,GHP 515,Int'l Humanitarian Response I,6
2024 Spring,HMS,HSPH,GHP 518,Int'l Humanitarian Response II,6
2024 Spring,HMS,HSPH,GHP 543,Humanitarian Frontline Negotia,2
2024 Spring,HMS,HBSM,HBSMBA 1504,"Bldg & Sust a Succ Ent Q3Q4, 3",1
2024 Spring,HMS,HBSM,HBSMBA 1575,"Doing Bus with China Q3, 1.5",2
2024 Spring,HMS,HBSM,HBSMBA 1955,"Innov&Renovation Q4, 1.5",1
2024 Spring,HMS,HBSM,HBSMBA 2010,"Corporate Governance Q3Q4, 3",1
2024 Spring,HMS,HBSM,HBSMBA 2185,"Innovating Health Care Q3, 1.5",3
2024 Spring,HMS,HBSM,HBSMBA 6334,"FC: Field Y Q3Q4, 3",1
2024 Spring,HMS,HBSM,HBSMBA 6345,"FC: InnovHealthCare Q4, 1.5",1
2024 Spring,HMS,FAS,HBTM 200,Pathology of Human Disease,3
2024 Spring,HMS,FAS,HEB 1328,Clinical Comparative Medicine,1
2024 Spring,HMS,FAS,HIND-URD 103BR,Advanced Hindi-Urdu,1
2024 Spring,HMS,FAS,HIST 1018,Coffee and the Nighttime,1
2024 Spring,HMS,FAS,HISTSCI 2510,Feminist Science Studies,1
2024 Spring,HMS,FAS,HISTSCI 2953,"Bioethics, Law & Life Sciences",1
2024 Spring,HMS,HLS,HLS 2098,"Gender Violence, Law and Socia",3
2024 Spring,HMS,HLS,HLS 2126,International Human Rights,1
2024 Spring,HMS,HLS,HLS 2592,Estate Planning,1
2024 Spring,HMS,HLS,HLS 2936,Fashion Law Lab,1
2024 Spring,HMS,HLS,HLS 3033,"Abortion: Law, Policy and Ethi",1
2024 Spring,HMS,HLS,HLS 3125,Thinking like Yourself: Poetry,1
2024 Spring,HMS,HLS,HLS 3184,Health Rights in Latin America,1
2024 Spring,HMS,HLS,HLS 3245,Legal Responses to the Global,3
2024 Spring,HMS,HSPH,HPM 231,Organizations and Strategy,2
2024 Spring,HMS,HSPH,HPM 245,Public Health Meta-Leadership,6
2024 Spring,HMS,HSPH,HPM 247,Pol Analysis for Hlth Pol,1
2024 Spring,HMS,HSPH,HPM 278,Skills & Meth Hlth Care Nego,4
2024 Spring,HMS,HSPH,HPM 516,Healthcare Quality & Equity in,1
2024 Spring,HMS,HSPH,HPM 523,Homelessness and Health,1
2024 Spring,HMS,HSPH,HPM 543,QM in Program Evaluation,2
2024 Spring,HMS,HSPH,HPM 566,Advocacy and Organizing for He,1
2024 Spring,HMS,HSPH,HPM 571,For the Mission or the Money?,1
2024 Spring,HMS,HSPH,ID 217,Nutrition and Global Health,2
2024 Spring,HMS,HSPH,ID 503,Vaccines and Vaccination,1
2024 Spring,HMS,HKS,IGA 331M,Business and Human Rights,1
2024 Spring,HMS,HKS,IGA 353M,Frontline Negotiation Lab,1
2024 Spring,HMS,HKS,IGA 515,"Bioethics, Law, and the Life S",2
2024 Spring,HMS,HKS,IGA 655,Middle Eastern Politics and Po,1
2024 Spring,HMS,FAS,IMMUN 202,Adv Principles of Immunology,20
2024 Spring,HMS,FAS,IMMUN 305QC,Neuroimmune interactions,1
2024 Spring,HMS,MIT,MIT 15 .363,Strat Dec Mkg in Life Sci Vent,5
2024 Spring,HMS,MIT,MIT 20 .440,Analysis of Biolgical Networks,1
2024 Spring,HMS,MIT,MIT 7 .95,Cancer Biology,7
2024 Spring,HMS,MIT,MIT HST .971,Strat Dec Mkg in Life Sci Vent,1
2024 Spring,HMS,MIT,MIT HST .978,Healthcare Ventures,3
2024 Spring,HMS,HKS,MLD 377M,"Organizing:  People, Power, Ch",1
2024 Spring,HMS,HKS,MLD 378M,"Organizing: People, Power and",1
2024 Spring,HMS,HKS,MLD 381,Mitigating and Managing a Cris,1
2024 Spring,HMS,HSPH,NUT 206,"Nutrition Seminars, Part II",1
2024 Spring,HMS,HSPH,NUT 235,Statistical Methods for Microb,1
2024 Spring,HMS,HSPH,NUT 280,Integrating Nutrition into Cli,5
2024 Spring,HMS,FAS,PHIL 159A,Epistemic Injustice,1
2024 Spring,HMS,HSPH,SBS 501,Community-based Participatory,1
2024 Spring,HMS,GSD,SES 5382,Making Participation Relevant,1
2024 Spring,HMS,FAS,SHBT 361,Artificial Intelligence in Med,1
2024 Spring,HMS,FAS,STAT 364,Scalable Stat/ML for Big Data,1
2024 Spring,HMS,HKS,SUP 135,Using Big Data to Solve Econom,1
2024 Spring,HMS,HKS,SUP 518,Economics of Disease and Healt,3
2024 Spring,HMS,FAS,TDM 112R,Adv Acting: Contemporary Texts,1
2024 Spring,HMS,FAS,WOMGEN 3010B,The GenderSci Lab,1
2024 Fall,HMS,FAS,AFVS 127H,In Motion: Painting & Drawing,1
2024 Fall,HMS,FAS,AFVS 151BR,Nonfiction Video Projects,1
2024 Fall,HMS,FAS,AFVS 153BR,Intermediate Animation Studio,1
2024 Fall,HMS,FAS,ANTHRO 1602,Intro to Sociocultural Anthro,1
2024 Fall,HMS,FAS,ANTHRO 1906,Care in Critical Times,1
2024 Fall,HMS,FAS,APCOMP 209A,Data Science 1,2
2024 Fall,HMS,FAS,APCOMP 215,Adv Practical Data Science,24
2024 Fall,HMS,FAS,APMTH 226,Theory of Neural Computation,1
2024 Fall,HMS,FAS,ARABIC AA,Elementary Arabic I,1
2024 Fall,HMS,FAS,BCMP 230,Principles and Practice of Dru,7
2024 Fall,HMS,HKS,BGP 215M,Big Tech and the Importance of,1
2024 Fall,HMS,FAS,BMIF 201,Concepts in genome analysis,5
2024 Fall,HMS,HSPH,BST 213,Appl Regression for Clin Res,1
2024 Fall,HMS,HSPH,BST 219,Core Principles of Data Scienc,3
2024 Fall,HMS,FAS,CELLBIO 306QC,Theory & Sci of Teaching,13
2024 Fall,HMS,FAS,COMPSCI 50,Intro to Computer Science,2
2024 Fall,HMS,HKS,DPI 660,Digital Governance and Leaders,1
2024 Fall,HMS,HGSE,EDU S052,Intermediate and Advanced Stat,1
2024 Fall,HMS,HGSE,EDU T008,"Power and Pedagogy: Self, Soci",1
2024 Fall,HMS,HBSM,HBSMBA 1504,"Bldg & Sust a Succ Ent Q1Q2, 3",1
